url,title,year,settlement,ingredients
https://www.izorzok.hu/nyulas-molnarkalacs-gyumolcsmartassal/,Nyulas molnárkalács gyümölcsmártással,2021,Rimóc,"60 dkg liszt, 20 dkg cukor, 1 vaníliás cukor, 1 tojás, 12,5 dkg margarin, 1 púpos evőkanál tejföl, tej. 40 dkg szilva, 2 evőkanál tejföl, 1 evőkanál méz, kevés cukor, 1 csapott evőkanál liszt, szegfűszeg, fahéj."
https://www.izorzok.hu/szarikasa/,Szarikása,2021,Rimóc,"szív, máj, lép, vese, tüdő, nyesedék, 4 liter kikevert vér . majoránna, szegfűbors, csemege paprika, csípős paprika, szerecsendió, só, 1,5 kg vöröshagyma, 1 kg zsír, 3 kg durvára darált kukoricadara."
https://www.izorzok.hu/vajaljas-krumplibukta/,Vajaljás krumplibukta,2021,Rimóc,"2,5 kg krumpli, 50 dkg liszt, só 3 gerezd fokhagyma, 30 dkg füstölt szalonna, zsír. 5 dkg vaj, 3 evőkanál liszt, 3 evőkanál tejföl. A tálaláshoz túró, tejföl és reszelt sajt. A tepsihez kacsazsír."
https://www.izorzok.hu/nyulhus-paprikas-martasban-es-tojasos-bundaban/,Nyúlhús paprikás mártásban és tojásos bundában,2021,Rimóc,"főtt nyúlhús a levesből, 3 evőkanál folyós zsír, 1 közepes vöröshagyma, 1 evőkanál őrölt paprika, só, bors, 1 gerezd fokhagyma, 2 evőkanál liszt, 5 dl nyúl húsleves. főtt nyúlhús a levesből, 4 tojás, a teáskanál só, 1 kávéskanál szódabikarbóna, 1 dl tej, 1 dl szódavíz, liszt. A sütéshez zsír."
https://www.izorzok.hu/nyulleves-reszeltkevel/,Nyúlleves reszeltkével,2021,Rimóc,"1 nyúl, 50 dkg sárgarépa, 2 petrezselyem, 1 csokor petrezselyemzöld, fél karalábé, 1 vöröshagyma, 1 tv-paprika, só, egészbors. 1 tojás, 1 kávéskanál só, liszt."
https://www.izorzok.hu/reszeg-szelet/,Részeg szelet,2021,Mezőszilas,"6 tojás, csipetnyi só, 15 dkg porcukor, 8 dkg rétesliszt, 1 csomag sütőpor, 1 evőkanál bor, 3 dkg kakaó. 6 tojás sárgája, 1 csomag vaníliás cukor, 2 evőkanál liszt, 3 dl tej, 15 dkg porcukor, 25 dkg vaj. 6 tojás fehérje, 1 vaníliás cukor, csipetnyi só, 25 dkg kristálycukor. reszelt csokoládé."
https://www.izorzok.hu/gongyolt-csulok-krumpli-langos-tanyeron/,Göngyölt csülök krumpli lángos tányéron,2021,Mezőszilas,"3 kg csülök, 5 babérlevél, 20 szem színes bors, őrölt bors, 1 vöröshagyma, só, 8 gerezd fokhagyma. 5 közepes krumpli, 5 dkg élesztő, 70 dkg liszt, só, a sütéshez étolaj."
https://www.izorzok.hu/gombas-rakott-karaj/,Gombás rakott karaj,2021,Gomba,"9 vékony szelet karaj, 9 szelet főtt, füstölt tarja, 9 szelet puha sajt, 15 dkg trappista sajt, 50 dkg gomba, 2 vöröshagyma, sertészsír, só, őrölt feketebors, 10 dkg liszt."
https://www.izorzok.hu/szilasi-smarni/,Szilasi smarni,2021,Mezőszilas,"2 bögre kukoricadara, 3 tojás, 5 dl tej, 1 közepes nagyságú krumpli, só, 5 dkg mazsola, 4 evőkanál cukor, 5 dkg vaj, kis üveg sárgabarack lekvár, 2 evőkanál kakaó."
https://www.izorzok.hu/lecsos-teszta/,Lecsós tészta,2021,Mezőszilas,
https://www.izorzok.hu/kortefelfujt/,Körtefelfújt,2021,Almásfüzitő,"1 kg körte, 6 db tojás, 9 evőkanál méz, csipetnyi só, 2 evőkanál olívaolaj, fél teáskanál őrölt kömény, 1 kávéskanál őrölt feketebors, 1 dl bor, víz. A formák előkészítéséhez olívaolaj."
https://www.izorzok.hu/sargabarackos-sertesragu-arpagyonggyel/,Sárgabarackos sertésragu árpagyönggyel,2021,Almásfüzitő,"75 dkg sertéslapocka, 0,5 dl olívaolaj, hús alaplé, 2 vöröshagyma, koriander, csipetnyi őrölt kömény, 1 csokor kapor, 1 csokor menta, 1,5 dl aszúbor, 35 dkg sárgabarack, 3 evőkanál garum, 1 dl méz, 50 dkg árpagyöngy, 15 dkg főtt zöldség, só, őrölt feketebors."
https://www.izorzok.hu/baeai-zoldbab-salata/,Baeai zöldbab saláta,2021,Almásfüzitő,"50 dkg zöldbab, só, 2 póréhagyma, 1 csokor zellerzöld. fél dl bor, 1 dl víz, olívaolaj, 1 evőkanál méz, kávéskanálnyi só, csipetnyi bors, 1 teáskanál tört koriander, 1 teáskanál borecet."
https://www.izorzok.hu/mezes-csirke-aszalt-gyumolcsos-bulgurral/,"Mézes csirke, aszalt gyümölcsös bulgurral",2021,Almásfüzitő,"1 egész csirkemell, só, őrölt feketebors, 15 dkg füstölt szalonna, garum . 1 evőkanál méz, 1 evőkanál garum, csipetnyi só, csipetnyi bors, 1 evőkanál bor. 50 dkg bulgur, 20 dkg aszalt gyümölcs , őrölt feketebors, olívaolaj, só."
https://www.izorzok.hu/borso-vitellius-modra-lepennyel/,"Borsó Vitellius módra, lepénnyel",2021,Almásfüzitő,"1 kg zöldborsó, 4 tojás, 3 teáskanál olívaolaj, 3 evőkanál garum , 1 evőkanál borecet, 1 teáskanál só, 2 teáskanál méz, 1 kávéskanál őrölt feketebors, 1 teáskanál reszelt gyömbér, kis csokor lestyán, 1,5 dl hús alaplé. 1 kg teljes kiőrlésű liszt, só, víz, érlelt kovász."
https://www.izorzok.hu/alma-tocsni-mezes-kokenylekvarral/,Alma tócsni mézes kökénylekvárral,2021,Péteri,"1,5 kg alma, csipetnyi só, 1 teáskanál őrölt fahéj, 3 evőkanál liszt, 1 evőkanál méz, 10 dkg zsemlemorzsa. kis üveg kökénylekvár, 1 dl tejszín, 1 evőkanál méz."
https://www.izorzok.hu/gorhony-torony/,Görhöny torony,2021,Péteri,"60 dkg darált marhahús, só, tört színes bors, 1 evőkanál zsír. 1 kg burgonya, 1 tojás, 2 evőkanál tejföl, diónyi zsír, 3 teáskanál só, két teáskanál bors, 5 evőkanál liszt. 4 tojás, 10 dkg spenótlevél, 15 dkg hagymalekvár, 30 dkg füstölt házi kecskesajt."
https://www.izorzok.hu/kapusznyika/,Kapusznyika,2021,Péteri,"2 kg liszt, 1,5 liter tej, 10 dkg élesztő, 1 evőkanál cukor, 4 tojás sárgája, 8 evőkanál tejföl, 8 evőkanál étolaj, só."
https://www.izorzok.hu/zoldseges-tarja-huszar-fasirttal/,Zöldséges tarja huszár fasírttal,2021,Gomba,"1,5 kg sárgarépa, 80 dkg petrezselyemgyökér, 1 nagy zellergumó, 4 nagyobb gomba, 3 karalábé, 3 fej fokhagyma, 15 dkg liszt, só, tört színes bors, 1 csokor metélőhagyma, 8 szelet csontos sertéstarja, őrölt kömény, 4 vöröshagyma, 2 tv-paprika, 2 paradicsom, 1 dl száraz fehérbor , 10 dkg sertészsír, 8 dkg zsemlemorzsa."
https://www.izorzok.hu/mentas-szilvakremleves/,Mentás szilvakrémleves,2021,Péteri,"1,5 kg szilva, csipetnyi só, 3 liter víz, 1 teáskanál őrölt fahéj, 15 db szegfűszeg, 1 vaníliás cukor, kristálycukor, 3 dl főzőtejszín, 2 evőkanál liszt, fél citrom reszelt héja, kis csokor menta, 5 dkg vaj, 1 dl vörösbor."
https://www.izorzok.hu/kakaos-almas-sutemeny/,Kakaós-almás sütemény,2021,Fegyvernek,"30 dkg liszt, 30 dkg kristálycukor, 1 csapott evőkanál szódabikarbóna, 1 kávéskanál fahéj, 4 tojás, 4 alma, 4 evőkanál étolaj, 10 dkg csokoládé, 5 dkg vaj, 1 evőkanál holland kakaó, 6 evőkanál kajszibarack lekvár. A tepsihez zsír és kevés liszt."
https://www.izorzok.hu/piritott-oreglebbencs-fegyverneki-modra/,Pirított öreglebbencs fegyverneki módra,2021,Fegyvernek,"20 dkg füstölt szalonna, 1 kg házi lebbencstészta, 1 kg krumpli, 20 dkg vöröshagyma, 1 tv-paprika, 2 paradicsom, 2 evőkanál fűszerpaprika, 50 dkg füstölt kolbász, 3 tojás , só, feketebors."
https://www.izorzok.hu/fahejas-rakott-kelt-retes/,Fahéjas rakott kelt rétes,2021,Fegyvernek,"1,2 kg liszt, 5 dkg élesztő, 60 dkg kristálycukor, 1 kávéskanál só, 7 dl tej, 3 tojás sárgája, 10 dkg sertészsír, 1 evőkanál 10 %-os ecet, 2 dkg őrölt fahéj, a tészta kenéséhez további olvasztott zsír."
https://www.izorzok.hu/zold-marci-kedvence/,Zöld Marci kedvence,2021,Fegyvernek,"fél zellergumó, 10 dkg sonka, 3 vöröshagyma, 1 kg sertéstarja, fél kg sertésmáj, só, 1 kávéskanál őrölt feketebors, 2 teáskanál majoranna, 5 evőkanál zsír."
https://www.izorzok.hu/babos-husleves/,Babos húsleves,2021,Fegyvernek,"2 kg sertéscomb, 1,5 kg fehérbab, 1 kg sárgarépa, 1 kg petrezselyem, 2 csokor petrezselyemzöld, 1 paradicsom, 1 paprika, fél fej édeskáposzta, 1 kg krumpli, 1 fej fokhagyma, 2 vöröshagyma, 1 evőkanál 10%-os ecet, 4 dl tej, 3 dl tejföl, 2 teáskanál kristálycukor, 25 dkg cérnametélt, 2 evőkanál zsír. só, őrölt feketebors, majoránna, 4 babérlevél."
https://www.izorzok.hu/fekete-cseresznyes-kott-retes/,Fekete cseresznyés kőtt rétes,2021,Szomolya,"1 kg liszt, 5 dkg élesztő, 1 tojás, 6 dl tej, 5 evőkanál cukor, 1 dl étolaj, csipetnyi só. 1 kg túró, 50 dkg cukor, 3 tojás, csipetnyi só, 6 csomag vaníliás cukor, 30 dkg darált mák, 50 dkg magozott cseresznye. A locsoláshoz étolaj."
https://www.izorzok.hu/lecsos-kacsamajas-kenyerlangos/,"Lecsós, kacsamájas kenyérlángos",2021,Szomolya,"1 kg liszt, 6 dl víz, 2,5 dkg élesztő, 3,5 dkg só. 4 lecsópaprika, 1 újhagyma, 4 paradicsom, 25 dkg kacsamáj, 3 dkg vaj, 5 barna csiperkegomba, 20 dkg sajt."
https://www.izorzok.hu/vorosboros-vadporkolt/,Vörösboros vadpörkölt,2021,Szomolya,"2 kg gímszarvas gerinc és comb, 30 dkg mangalica comb zsírosabb része, 30 dkg mangalica tokaszalonna. 5 dkg vaj, kis üveg lecsó, 1 tv-paprika, 3 sárgarépa, 3 friss fokhagyma, 8 zöld vöröshagyma, csokornyi zellerzöld, 10 dkg vargánya, 30 szem magozott fekete cseresznye, 2 evőkanál cseresznye lekvár, 1 evőkanál őrölt paprika, 4 babérlevél, rozmaring, majoránna, édeskömény, izsóp, kapor, 2 dkg só, fél deci vörösbor, 15 dkg zöldborsó."
https://www.izorzok.hu/toros-kaposzta-2/,Toros káposzta,2021,Szomolya,"1,2 kg savanyú káposzta, 80 dkg lapocka, 40 dkg füstölt oldalas, 3 evőkanál gersli, 1 kávéskanál majoránna, őrölt feketebors, őrölt kömény, só, 3 vöröshagyma, 2 fej fokhagyma, 2 evőkanál őrölt paprika, 4 babérlevél. 1 evőkanál zsír, 2 evőkanál liszt, 1 kicsi vöröshagyma. Az edénybe 1 evőkanál zsír."
https://www.izorzok.hu/szomolyai-labatlan-tyuk-leves/,Szomolyai lábatlan tyúk leves,2021,Szomolya,"2,5 l víz, 6 sárgarépa, 4 petrezselyem, 1 tv-paprika, zeller-és petrezselyemzöld, 1 vöröshagyma, 4 tojás, 2 evőkanál zsír, 4 evőkanál liszt, 1 kávéskanál szódabikarbóna, só. 1 evőkanál sertészsír, 1 evőkanál liszt, 1 teáskanál őrölt paprika, kis csokor petrezselyemzöld."
https://www.izorzok.hu/krumpli-torta/,Krumpli torta,2021,Sződliget,"10 tojás, csipetnyi só, 15 dkg cukor, 15 dkg darált dió, 10 dkg mazsola , 1 sütőpor , 2 közepes krumpli. otelló szőlő zselé , 25 dkg gesztenyemassza, 20 dkg kókuszzsír, 1 rum aroma. A díszítéshez meggy és tortagyöngy."
https://www.izorzok.hu/csulok-sortesztaban/,Csülök sörtésztában,2021,Sződliget,"75 dkg füstölt csülök, 5 babérlevél, 1 kávéskanál őrölt kömény, nagy csipet őrölt feketebors, 1 vöröshagyma, 6 gerezd fokhagyma. 3 tojás, 2 dl sör, 1 teáskanál só, 20 dkg liszt, csipetnyi őrölt feketebors, fél deci étolaj, 1 gerezd fokhagyma, a sütéshez zsír. 60 dkg burgonya, 1 nagy fej vöröshagyma, 3 tojás sárgája, 4,5 dl étolaj, 1 evőkanál mustár, 1 teáskanál só, 6 púpos teáskanál cukor, fél deci fehérbor, 1 evőkanál citromlé, csipetnyi fehérbors, 2,5 dl tejföl."
https://www.izorzok.hu/halhusleves/,Halhúsleves,2021,Sződliget,"egy ponty csontos része, 1 keszeg, 2 kárász, 4 sárgarépa, 2 petrezselyem, negyed zeller, 1 karalábé, 1 vöröshagyma, 4 gerezd fokhagyma, 2 krumpli, 1 zöldpaprika, fél deci paradicsomlé, 1 csokor petrezselyem zöldje, 1 evőkanál egészbors, 3 szem szegfűbors, 1 babérlevél, 3 borókabogyó. 80 dkg halfilé, só, 20 dkg lúdgége tészta."
https://www.izorzok.hu/toltott-pogacsa/,Töltött pogácsa,2021,Sződliget,"60 dkg liszt, 60 dkg krumpli, 20 dkg zsír, 1,5 dl tej, 1 teáskanál cukor, 5 dkg élesztő, 2 tojás sárgája, 1 egész tojás, 3 teáskanál só, 2 evőkanál tejföl, 1 kávéskanál őrölt bors, 1 kávéskanál őrölt paprika. 30 dkg darált lapocka, 1 kis fej vöröshagyma, sertészsír, só, őrölt feketebors, 4 levél bazsalikom, 2 evőkanál paradicsompüré, 1 kis fej káposzta. A pogácsák tetejére 1 tojás."
https://www.izorzok.hu/szekelykaposzta-2/,Székelykáposzta,2021,Sződliget,"1 kg sertéslapocka, 1 kg savanyú káposzta, 4 dl tejföl, 1 fakanál sertészsír, 2 vöröshagyma, 1 teáskanál só, 2 evőkanál őrölt paprika."
https://www.izorzok.hu/habrolo/,Habroló,2021,Nagybajom,"28 dkg liszt, 20 dkg margarin, 3 dl tejföl, csipetnyi só, 5 dl habtejszín, 2 csomag vaníliás cukor. A forma kenéséhez 1 dl étolaj. A süteményre 1 tojás, porcukor."
https://www.izorzok.hu/vegyes-halfalatkak-tokmagolajos-lilahagymaval/,Vegyes halfalatkák tökmagolajos lilahagymával,2021,Nagybajom,"amurfilé, pontyfilé, csukafilé, harcsafilé, süllőfilé. Só. finomliszt, zsemlemorzsával összekevert liszt, kukoricadara, 2 evőkanál paprikával összekevert liszt. A sütéshez vaddisznózsír. 5 lilahagyma, 1 csípős paprika, tökmagolaj, 2 evőkanál barnacukor, só, bors, 1 citrom leve."
https://www.izorzok.hu/toltott-rantott-hus-rizi-bizivel/,Töltött rántott hús rizi-bizivel,2021,Nagybajom,"1 kg sertéscomb, só, 20 dkg liszt, 5 tojás, 20 dkg zsemlemorzsa. 4 zsemle, 2 tojás, fél vöröshagyma, 3 gerezd fokhagyma, nagy csokor petrezselyemzöld, só, bors. A sütéshez zsír, vagy étolaj."
https://www.izorzok.hu/facanos-hustal-csipos-ontettel/,Fácános hústál csípős öntettel,2021,Nagybajom,"3 db fácán mellfilé. 2 dl tejföl, 2 dl joghurt, 1 citrom leve, 3 gerezd fokhagyma, őrölt feketebors, vegyes fűszerkeverék. 1 fejes saláta, 1 jégsaláta, ¼ lila káposzta, 1 sárgarépa, 3 kisebb paradicsom, 1 kis csípős paprika, 1 evőkanál fehérborecet. 2 dl tejföl, 2 dl joghurt, 1 csokor kapor, 1 kicsi csípős paprika, 4 gerezd fokhagyma, fél citrom leve. 4 db magos péksütemény, 2 púpos fakanál vaddisznózsír, só."
https://www.izorzok.hu/kolbaszos-tesztaleves/,Kolbászos tésztaleves,2021,Nagybajom,"1 liter víz, 2 sárgarépa, 2 petrezselyem, só, 3 egészbors, 1 babérlevél, 50 dkg füstölt kolbász, 10 dkg cérnametélt, kis csokor petrezselyem, 50 dkg krumpli, 1 vöröshagyma, 1 evőkanál sertészsír, 1 teáskanál őrölt paprika. A tálaláshoz ecetes paprika."
https://www.izorzok.hu/gyurott-sutemeny/,Gyúrott sütemény,2020,Homokmégy,"50 dkg liszt, 20 dkg zsír, 15 dkg cukor, 3 evőkanál tejföl, 2 tojás sárgája, 1 sütőpor. 1 tojás fehérje, 15 dkg vágott dió, 2 evőkanál kristálycukor."
https://www.izorzok.hu/torve-bab-fustolt-szalonnaval/,Törve bab füstölt szalonnával,2020,Homokmégy,"40 dkg fehér gyöngybab, 3 sárgarépa, 2 petrezselyemgyökér, 1 fej fokhagyma, 2 vöröshagyma, 1 lilahagyma, 1 tv-paprika, 1 paradicsom, 2 cseresznye paprika, 1 csokor petrezselyemzöld, só, 40 dkg füstölt szalonna, zsír, őrölt paprika, liszt. 1 tojás, liszt, csipetnyi só."
https://www.izorzok.hu/rantott-gomboc/,Rántott gombóc,2020,Homokmégy,"50 dkg krumpli, 60 dkg liszt, 2 evőkanál olvasztott zsír, só. 2 fakanál sertészsír, 3 evőkanál liszt, 1 teáskanál őrölt paprika."
https://www.izorzok.hu/paprikas-kacsi/,Paprikás kácsi,2020,Homokmégy,"40 dkg liszt, 2,5 dkg élesztő, 2 tojás sárgája, csipetnyi só, 1 teáskanál cukor, 5 dkg margarin , 3 dl tej. 20 dkg őrölt paprika, 20 dkg cukor. 1 tojás, olvasztott zsír."
https://www.izorzok.hu/olajos-kaposzta-sovannyal-sult-krumplival/,"Olajos káposzta sovánnyal, sült krumplival",2020,Homokmégy,"1 kg savanyú káposzta, 1 nagyobb lilahagyma, 1,5 dl étolaj, 2 evőkanál paprika, 10 db közepes nagyságú krumpli. 70 dkg liszt, 3-4 dl langyos, sós víz, őrölt paprika, nagy szemű só, köménymag."
https://www.izorzok.hu/savanyu-krumplileves/,Savanyú krumplileves,2020,Homokmégy,"5 nagyobb sárgarépa, 3 petrezselyemgyökér, 1 csokor petrezselyemzöld, fél zellergumó, 4 gerezd fokhagyma, 1 paprika 1 paradicsom, 10 szem feketebors, 3 babérlevél, 1 kávéskanál őrölt kömény, só, 4 krumpli, 20 dkg füstölt kolbász, 10 tojás. 1 kis evőkanál sertészsír, 1 vöröshagyma, 1 evőkanál liszt, 2 teáskanál őrölt paprika. Tálaláshoz ecet, kenyér, csípős paprika."
https://www.izorzok.hu/flodni/,Flódni,2020,Zákányszék,"50 dkg liszt, 1 kávéskanál só, 10 dkg porcukor, 1 dkg élesztő, 30 dkg margarin, fél deci fehérbor. 24 dkg dió, 24 dkg őrölt mák, 6 nagyobb alma, 42 dkg cukor, 1 dl víz, 1,5 evőkanál őrölt fahéj, narancshéj, citromhéj, 20 dkg mazsola, a tetejére 1 tojás."
https://www.izorzok.hu/aszalt-szilvas-oldalas-rozmaringos-vajburgonyaval/,Aszalt szilvás oldalas rozmaringos vajburgonyával,2020,Zákányszék,"1,5 kg oldalas, 50 dkg aszalt szilva, 3 gerezd fokhagyma, só, őrölt feketebors, 1 sárgarépa, 1 petrezselyem, 10 dkg sertészsír, 2 dl főzőtejszín, 1 alma, 1 körte, 10 dkg füstölt szalonna, 1 vöröshagyma, 2 evőkanál gyomorkeserű. 85 dkg krumpli, só, 20 dkg vaj, 1 szál rozmaring."
https://www.izorzok.hu/salatafozelek/,Salátafőzelék,2020,Zákányszék,"3 fej saláta, 2 gerezd fokhagyma, 2 dl tejföl, 3 evőkanál liszt, só, 1 evőkanál 20 %-os ecet, 2 evőkanál cukor. 1 kg darált hús, 3 tojás, 20 dkg szikkadt kenyér, 1,5 teáskanál só, 1 teáskanál őrölt feketebors, 3 gerezd fokhagyma, zsemlemorzsa a forgatáshoz, étolaj a sütéshez."
https://www.izorzok.hu/harcsapaprikas-kapros-turos-palacsintaval/,Harcsapaprikás kapros-túrós palacsintával,2020,Zákányszék,"1 kg harcsa, 15 dkg füstölt szalonna, 1 nagyobb vöröshagyma, 3 paradicsom, 3 paprika, 15 dkg liszt, 3 evőkanál őrölt paprika, só, 1 kávéskanál őrölt feketebors, 2 dl tejszín, 2 gerezd fokhagyma. A sütéshez étolaj. 1 tojás, 15 dkg liszt, szódavíz, 2 dl tej, só, 50 dkg túró, fél deci tejföl, kis csokor kapor."
https://www.izorzok.hu/levendulas-etcsokolades-kiflik/,"Levendulás, étcsokoládés kiflik",2020,Zákányszék,"50 dkg liszt, 5 dkg vaj, 2,5 dkg élesztő, fél teáskanál só, 2 evőkanál cukor, 15 dkg étcsokoládé, 1 dl levendulaszörp, 3 dl tej, 1 tojás."
https://www.izorzok.hu/tejes-borsoleves-csipetkevel/,Tejes borsóleves csipetkével,2020,Zákányszék,"4 sárgarépa, 2 petrezselyem, fél karalábé, fél zellergumó, 50 dkg zöldborsó, 5 dl tej, 1 vöröshagyma, sertészsír, 2 teáskanál só, 1 kávéskanál őrölt feketebors, 1 púpos evőkanál őrölt paprika, 2 evőkanál cukor, kis csokor zellerzöld. 2 tojás, 30 dkg liszt, kávéskanálnyi só, kevés víz."
https://www.izorzok.hu/babtorta/,Babtorta,2020,Mecseknádasd,"30 dkg tarkabab, 15 dkg darált dió, 3 dkg zsemlemorzsa, 1 citrom leve és reszelt héja, másfél sütőpor, 30 dkg kristálycukor, 5 tojás, csipetnyi só, 6 dl habtejszín, 3 vaníliás cukor, 2 teáskanál porcukor. A forma kikenéséhez zsír."
https://www.izorzok.hu/kakaspaprikas-hazi-metelt-tesztaval/,Kakaspaprikás házi metélt tésztával,2020,Mecseknádasd,"1 fiatal kakas, 4 evőkanál zsír, 3 vöröshagyma, 8 gerezd fokhagyma, 2 paprika, 2 paradicsom, 3 evőkanál őrölt paprika, 1 teáskanál őrölt bors, só, 4 közepes krumpli. 2 tojás, 75 dkg liszt, 1 teáskanál só, víz, 1 evőkanál zsír."
https://www.izorzok.hu/gesztenye-rolad-2/,Gesztenye rolád,2020,Mecseknádasd,"50 dkg gesztenyemassza, 20 dkg vaj, 16 dkg porcukor, 4 evőkanál liszt, 2-3 dl tej. 3-4 evőkanál víz, 3 púpos evőkanál kakaó, 5 dkg vaj, 10 dkg porcukor."
https://www.izorzok.hu/kaposztas-hurkas-kolbaszos-gozgomboc/,"Káposztás, hurkás-kolbászos gőzgombóc",2020,Mecseknádasd,"1 kg savanyú káposzta, 3 vöröshagyma, 2 dl étolaj, 3 evőkanál őrölt paprika, 1 szál füstölt kolbász, 1 szál hurka. 60 dkg liszt, 5 dkg élesztő, 2 dl tej, 1 evőkanál cukor, 1 tojás, 1 teáskanál só, fél deci étolaj."
https://www.izorzok.hu/komasutemeny/,Komasütemény,2020,Mecseknádasd,"50 dkg liszt, 6 tojás sárgája, csipetnyi só, 1 evőkanál fűszeres fehérbor, 2 dl tejföl, 2 dl aludttej, 4 dkg élesztő, 1 evőkanál cukor. 4 tojás fehérje, 30 dkg porcukor. A sütéshez étolaj. Tálaláshoz lekvár, fahéjas porcukor."
https://www.izorzok.hu/savanyu-suru-szosz-tojassal-es-nokedlivel/,Savanyú sűrű szósz tojással és nokedlivel,2020,Mecseknádasd,"fél deci étolaj, 3 evőkanál liszt, 2 teáskanál őrölt paprika, só, 1 kávéskanál őrölt feketebors, 5 babérlevél, 4 tojás. 20 dkg liszt, só, víz."
https://www.izorzok.hu/szolosgazda-kedvence/,Szőlősgazda kedvence,2020,Farmos,"1,5 kg sertéskaraj, 50 dkg szárnyas máj, 5 dkg szalonna, 2 vöröshagyma, 1 evőkanál méz, 1,5 dl fehérbor, 10 dkg sertészsír, só, 2 teáskanál majoranna, 1 nagy fürt szőlő, 1 kg krumpli, petrezselyemzöld, 5 dkg vaj."
https://www.izorzok.hu/bivalyporkolt-aszalt-szilvaval-toltott-kolesgomboccal/,Bivalypörkölt aszalt szilvával töltött kölesgombóccal,2020,Farmos,"2,5 kg bivaly lapocka, 50 dkg vöröshagyma, 3 paprika, 3 paradicsom, 5 fej fokhagyma, fél csípős paprika, 5 dkg füstölt szalonna, 15 dkg sertészsír, só, 2 evőkanál őrölt paprika, borsikafű, 1 dl vörösbor. 25 dkg köles, 15 dkg aszalt szilva."
https://www.izorzok.hu/toltott-csuka-ceklas-tormaval/,Töltött csuka céklás tormával,2020,Farmos,"2 kg csuka, 4 zsemle, 15 dkg gomba, 1,5 fej vöröshagyma, 1 dl fehérbor, só, őrölt bors, kis csokor petrezselyemzöld, 3 dkg füstölt szalonna, 1 fakanál sertészsír. 50 dkg burgonya, 6 dkg vaj, 2 dl tej, só, csipetnyi őrölt bors. 3 torma, 1 cékla, 1 evőkanál 10%-os ecet, 2 evőkanál cukor, 2 evőkanál étolaj, 1 kávéskanál só."
https://www.izorzok.hu/szittya-ragu-szalonnas-zoldbabos-kolessel/,"Szittya ragu szalonnás, zöldbabos kölessel",2020,Farmos,"1,8 kg fiatal juh lapocka, 4 nagy vöröshagyma, 5 fej fokhagyma, 13 dkg füstölt szalonna, 20 dkg zöldbab, 25 dkg köles, só, 10 dkg sertészsír, kávéskanálnyi kakukkfű, borsikafű, bazsalikom, 5 dkg liszt, étolaj, 1 dl fehérbor."
https://www.izorzok.hu/kovaszolt-lekvaros-bukta/,Kovászolt lekváros bukta,2020,Farmos,"50 gramm liszt, fél deci víz. 50 dkg liszt, 1 tojás, 2 dl tej, 9 dkg cukor, csipetnyi só, 20 dkg kovász, szilvalekvár a töltéshez. A tepsi előkészítéséhez, a bukták tetejére zsír, vagy vaj."
https://www.izorzok.hu/golodin-leves-2/,Gölődin leves,2020,Farmos,"2 teáskanál őrölt paprika, 1 fakanál sertészsír, 1 vöröshagyma, fél deci paradicsomlé, só, őrölt bors, 1 szál zellerzöld, petrezselyemzöld. 50 dkg krumpli, 15 dkg liszt, só."
https://www.izorzok.hu/forgofank/,Forgófánk,2020,Kakasd,"0,5 liter tej, 0,5 kg liszt, 4 tojás, só. A sütéshez étolaj."
https://www.izorzok.hu/savanyu-kaposztas-oldalas-fott-gomboccal/,Savanyú káposztás oldalas főtt gombóccal,2020,Kakasd,"50 dkg liszt, 3 dkg élesztő, 3 dl langyos víz, csipetnyi só, 2 teáskanál cukor, kevés olaj. 2 kg oldalas, 80 dkg füstölt sonka és füstölt oldalas, 1,5 kg savanyú káposzta, 1 fakanál sertészsír, 2 nagy vöröshagyma, 2 paprika, 2 paradicsom, 3 teáskanál só, 2 teáskanál őrölt feketebors, 4 babérlevél, 3 evőkanál őrölt paprika."
https://www.izorzok.hu/krumplipogacsa-paradicsomszosszal/,Krumplipogácsa paradicsomszósszal,2020,Kakasd,"0,5 kg krumpli, 1 teáskanál só, 1 tojás, liszt, a sütéshez sertészsír. 3,5 dl sűrű paradicsomlé, 3 evőkanál liszt, 2 teáskanál cukor, 1 teáskanál só, 1 evőkanál zsír, egy kis zellerlevél."
https://www.izorzok.hu/mazsolaszolos-kalacs/,Mazsolaszőlős kalács,2020,Kakasd,"40 dkg finomliszt, 30 dkg rétesliszt, 5 dkg élesztő, fél liter tej, 2 evőkanál cukor, só, 1 csomag vaníliás cukor, 20 db édesítő tabletta, 1 bio citrom reszelt héja, 10 dkg áztatott mazsola, 2 tojás sárgája, 1 egész tojás, 10 dkg vaj, 1 dl étolaj. tej, 1 tojás sárgája, cukor. A tepsihez vaj."
https://www.izorzok.hu/tejfolos-csirke-martas-krumplimaleval/,Tejfölös csirke mártás krumplimáléval,2020,Kakasd,"1 házi csirke feldarabolva, 3 vöröshagyma, 1 paprika, 1 paradicsom, só, őrölt feketebors, őrölt paprika, 1 evőkanál sertészsír, 1 csokor petrezselyemlevél, 4 evőkanál tejföl, 3 evőkanál liszt, 1 teáskanál őrölt bors, 2 dl tej. 1 kg krumpli, 2 kávéskanál só, 5 evőkanál liszt."
